tripduration,starttime,stoptime,start station id,start station name,start station latitude,start station longitude,end station id,end station name,end station latitude,end station longitude,bikeid,usertype,birth year,gender,dt_start_date,dt_starting_time,dt_starttime
422,2021-02-07 00:35:47.6790,2021-02-07 00:42:49.7240,494,W 26 St & 8 Ave,40.74734825,-73.99723551,380,W 4 St & 7 Ave S,40.73401143,-74.00293877,36491,Subscriber,1995,1,2021-02-07,00:35:47.679000,2021-02-07 00:35:47.679
240,2021-02-07 00:35:52.9540,2021-02-07 00:39:53.7430,346,Bank St & Hudson St,40.73652889,-74.00618026,127,Barrow St & Hudson St,40.73172428,-74.00674436,39593,Subscriber,1999,1,2021-02-07,00:35:52.954000,2021-02-07 00:35:52.954
755,2021-02-07 00:36:01.5100,2021-02-07 00:48:36.6590,3361,Carroll St & 6 Ave,40.6740886,-73.9787282,3544,Underhill Ave & Pacific St,40.6804836,-73.9646795,36904,Customer,1969,0,2021-02-07,00:36:01.510000,2021-02-07 00:36:01.510
563,2021-02-07 00:36:14.2650,2021-02-07 00:45:37.8250,3870,Melrose St & Broadway,40.697480999999996,-73.935877,3896,Madison St & Seneca Ave,40.70183,-73.90625,49710,Customer,1969,0,2021-02-07,00:36:14.265000,2021-02-07 00:36:14.265
1381,2021-02-07 00:36:17.5660,2021-02-07 00:59:19.0850,2008,Little West St & 1 Pl,40.70569254,-74.01677685,236,St Marks Pl & 2 Ave,40.7284186,-73.98713956,47765,Customer,1969,0,2021-02-07,00:36:17.566000,2021-02-07 00:36:17.566
414,2021-02-07 00:36:20.4780,2021-02-07 00:43:14.5790,3082,Hope St & Union Ave,40.71167351,-73.95141312,3817,Withers St & Kingsland Ave,40.717729999999996,-73.94051,49958,Customer,1991,1,2021-02-07,00:36:20.478000,2021-02-07 00:36:20.478
521,2021-02-07 00:36:31.6960,2021-02-07 00:45:13.5960,3050,Putnam Ave & Throop Ave,40.6851532,-73.94111,373,Willoughby Ave & Walworth St,40.69331716,-73.95381995,38087,Subscriber,1983,1,2021-02-07,00:36:31.696000,2021-02-07 00:36:31.696
263,2021-02-07 00:36:36.1290,2021-02-07 00:40:59.9600,173,Broadway & W 49 St,40.76068327096592,-73.98452728986742,480,W 53 St & 10 Ave,40.76669671,-73.99061728,44949,Subscriber,1991,1,2021-02-07,00:36:36.129000,2021-02-07 00:36:36.129
32868,2021-02-07 00:36:43.9870,2021-02-07 09:44:32.9160,3461,Murray St & Greenwich St,40.71485150526252,-74.01122331619263,474,5 Ave & E 29 St,40.7451677,-73.98683077,37520,Customer,1969,0,2021-02-07,00:36:43.987000,2021-02-07 00:36:43.987
172,2021-02-07 00:38:49.9970,2021-02-07 00:41:42.5150,3934,St Nicholas Ave & E 134 St,40.816234,-73.948222,3533,St. Nicholas Ave & W 126 St,40.8114323,-73.95187759999999,42304,Customer,1969,0,2021-02-07,00:38:49.997000,2021-02-07 00:38:49.997
661,2021-02-07 00:38:59.0870,2021-02-07 00:50:00.1090,4103,Ogden Ave & W 165 St,40.834457,-73.928381,4029,Courtlandt Ave & E 149 St,40.816402000000004,-73.919549,48055,Customer,1969,0,2021-02-07,00:38:59.087000,2021-02-07 00:38:59.087
492,2021-02-07 00:39:13.8750,2021-02-07 00:47:26.7150,485,W 37 St & 5 Ave,40.75038009,-73.98338988,4121,1 Ave & E 39 St,40.74714,-73.97113,48807,Subscriber,1989,2,2021-02-07,00:39:13.875000,2021-02-07 00:39:13.875
616,2021-02-07 00:39:16.7310,2021-02-07 00:49:33.2830,3351,E 102 St & 1 Ave,40.7869946,-73.94164802,3725,2 Ave & E 72 St,40.7687620293096,-73.95840793848038,49569,Customer,1969,0,2021-02-07,00:39:16.731000,2021-02-07 00:39:16.731
128,2021-02-07 00:39:20.7180,2021-02-07 00:41:28.9830,3527,5 Ave & E 126 St,40.806979999999996,-73.94174699999999,3518,Lenox Ave & W 126 St,40.808442,-73.94520870000001,41782,Subscriber,1974,2,2021-02-07,00:39:20.718000,2021-02-07 00:39:20.718
614,2021-02-07 00:39:29.0110,2021-02-07 00:49:43.3860,3351,E 102 St & 1 Ave,40.7869946,-73.94164802,3725,2 Ave & E 72 St,40.7687620293096,-73.95840793848038,48140,Customer,1969,0,2021-02-07,00:39:29.011000,2021-02-07 00:39:29.011
1409,2021-02-07 00:39:30.0930,2021-02-07 01:02:59.9250,3467,W Broadway & Spring St,40.72494672359416,-74.00165855884552,3725,2 Ave & E 72 St,40.7687620293096,-73.95840793848038,36037,Customer,1969,0,2021-02-07,00:39:30.093000,2021-02-07 00:39:30.093
1373,2021-02-07 00:39:32.5820,2021-02-07 01:02:26.4780,311,Norfolk St & Broome St,40.7172274,-73.98802084,307,Canal St & Rutgers St,40.71427487,-73.98990025,35174,Subscriber,1974,2,2021-02-07,00:39:32.582000,2021-02-07 00:39:32.582
109,2021-02-07 00:39:39.0250,2021-02-07 00:41:28.0260,526,E 33 St & 5 Ave,40.74765947,-73.98490707,472,E 32 St & Park Ave,40.745712100000006,-73.98194829,37292,Customer,1969,0,2021-02-07,00:39:39.025000,2021-02-07 00:39:39.025
1006,2021-02-07 00:40:21.9350,2021-02-07 00:57:08.9200,438,St Marks Pl & 1 Ave,40.72779126,-73.98564945,3906,West St & Liberty St,40.711444,-74.014847,41361,Customer,1969,0,2021-02-07,00:40:21.935000,2021-02-07 00:40:21.935
371,2021-02-07 00:40:25.1470,2021-02-07 00:46:36.4490,3687,E 33 St & 1 Ave,40.74322681432173,-73.97449783980845,504,1 Ave & E 16 St,40.73221853,-73.98165557,49778,Customer,1969,0,2021-02-07,00:40:25.147000,2021-02-07 00:40:25.147
755,2021-02-07 00:40:50.6740,2021-02-07 00:53:26.2370,282,Kent Ave & S 11 St,40.7076449441757,-73.96841526031494,3537,Carlton Ave & Dean St,40.68097410000001,-73.97100970000001,37154,Customer,1969,0,2021-02-07,00:40:50.674000,2021-02-07 00:40:50.674
509,2021-02-07 00:40:53.1720,2021-02-07 00:49:22.9600,3820,Willoughby Ave & Myrtle Ave,40.69757,-73.93098,3874,Menahan St & Seneca Ave,40.704609999999995,-73.91054,37208,Customer,1969,0,2021-02-07,00:40:53.172000,2021-02-07 00:40:53.172
2681,2021-02-07 00:41:03.4100,2021-02-07 01:25:44.6390,168,W 18 St & 6 Ave,40.73971301,-73.99456405,3140,1 Ave & E 78 St,40.77140426,-73.9535166,47676,Subscriber,1976,1,2021-02-07,00:41:03.410000,2021-02-07 00:41:03.410
2133,2021-02-07 00:41:06.8990,2021-02-07 01:16:40.2240,3600,31 Ave & Steinway St,40.761148799999994,-73.9170071,3879,Broadway & Madison St,40.68822,-73.91966,48407,Customer,1969,0,2021-02-07,00:41:06.899000,2021-02-07 00:41:06.899
286,2021-02-07 00:41:15.0490,2021-02-07 00:46:01.9730,437,Macon St & Nostrand Ave,40.6809833854,-73.9500479759,3241,Monroe St & Tompkins Ave,40.686203000000006,-73.944694,48632,Customer,1969,0,2021-02-07,00:41:15.049000,2021-02-07 00:41:15.049
1120,2021-02-07 00:41:29.5540,2021-02-07 01:00:10.3650,3658,W 18 St & 9 Ave,40.7435337324616,-74.00367558002472,380,W 4 St & 7 Ave S,40.73401143,-74.00293877,34218,Subscriber,1973,1,2021-02-07,00:41:29.554000,2021-02-07 00:41:29.554
1051,2021-02-07 00:41:34.5210,2021-02-07 00:59:06.2550,507,E 25 St & 2 Ave,40.73912601,-73.97973776,304,Broadway & Battery Pl,40.70463334,-74.01361706,36137,Customer,1969,0,2021-02-07,00:41:34.521000,2021-02-07 00:41:34.521
1033,2021-02-07 00:41:35.2940,2021-02-07 00:58:48.6800,3092,Berry St & N 8 St,40.7190095,-73.95852515,3870,Melrose St & Broadway,40.697480999999996,-73.935877,27696,Customer,1969,0,2021-02-07,00:41:35.294000,2021-02-07 00:41:35.294
460,2021-02-07 00:41:39.2940,2021-02-07 00:49:19.3790,3518,Lenox Ave & W 126 St,40.808442,-73.94520870000001,4220,Frederick Douglass Blvd & W 145 St,40.823060999999996,-73.941928,49537,Subscriber,1974,2,2021-02-07,00:41:39.294000,2021-02-07 00:41:39.294
824,2021-02-07 00:42:06.7970,2021-02-07 00:55:50.9690,151,Cleveland Pl & Spring St,40.72210378668603,-73.99724900722505,3718,E 11 St & Avenue B,40.727464206923926,-73.97950418293476,48185,Customer,1998,1,2021-02-07,00:42:06.797000,2021-02-07 00:42:06.797
1161,2021-02-07 00:42:20.1550,2021-02-07 01:01:41.5420,151,Cleveland Pl & Spring St,40.72210378668603,-73.99724900722505,3086,Graham Ave & Conselyea St,40.715143,-73.944507,47478,Customer,1969,0,2021-02-07,00:42:20.155000,2021-02-07 00:42:20.155
1239,2021-02-07 00:42:20.5810,2021-02-07 01:03:00.0640,450,W 49 St & 8 Ave,40.76227205,-73.98788205,3284,E 88 St & Park Ave,40.781410700190015,-73.95595908164978,46429,Customer,1969,0,2021-02-07,00:42:20.581000,2021-02-07 00:42:20.581
311,2021-02-07 00:42:24.5860,2021-02-07 00:47:36.5290,3533,St. Nicholas Ave & W 126 St,40.8114323,-73.95187759999999,3539,W 116 St & Amsterdam Ave,40.8067581,-73.9607082,35549,Customer,1969,0,2021-02-07,00:42:24.586000,2021-02-07 00:42:24.586
498,2021-02-07 00:42:27.1520,2021-02-07 00:50:45.6200,474,5 Ave & E 29 St,40.7451677,-73.98683077,368,Carmine St & 6 Ave,40.73038599,-74.00214988,30990,Customer,1969,0,2021-02-07,00:42:27.152000,2021-02-07 00:42:27.152
166,2021-02-07 00:42:57.7070,2021-02-07 00:45:43.9690,3236,W 42 St & Dyer Ave,40.75898481399634,-73.99379968643187,495,W 47 St & 10 Ave,40.76269882,-73.99301222,45626,Subscriber,1980,1,2021-02-07,00:42:57.707000,2021-02-07 00:42:57.707
285,2021-02-07 00:42:58.3620,2021-02-07 00:47:43.4630,3175,W 70 St & Amsterdam Ave,40.77748046,-73.98288594,3356,Amsterdam Ave & W 66 St,40.7746671,-73.98470567,49695,Subscriber,1982,1,2021-02-07,00:42:58.362000,2021-02-07 00:42:58.362
319,2021-02-07 00:43:00.8120,2021-02-07 00:48:20.6710,3526,31 St & 23 Ave,40.7747878,-73.91255509999999,3593,31 St & Broadway,40.761584,-73.925921,47617,Customer,1969,0,2021-02-07,00:43:00.812000,2021-02-07 00:43:00.812
944,2021-02-07 00:43:12.2690,2021-02-07 00:58:57.0740,285,Broadway & E 14 St,40.73454567,-73.99074142,346,Bank St & Hudson St,40.73652889,-74.00618026,45570,Subscriber,1975,1,2021-02-07,00:43:12.269000,2021-02-07 00:43:12.269
786,2021-02-07 00:43:57.3140,2021-02-07 00:57:04.1680,3799,6 Ave & W 34 St,40.74964,-73.98805,3697,W 64 St & Thelonious Monk Circle,40.77515953434235,-73.98918695747851,49785,Customer,1969,0,2021-02-07,00:43:57.314000,2021-02-07 00:43:57.314
259,2021-02-07 00:44:04.8020,2021-02-07 00:48:24.1660,3614,Crescent St & 30 Ave,40.768692,-73.9249574,3513,21 St & Hoyt Ave S,40.774645,-73.92370600000001,49714,Customer,1969,0,2021-02-07,00:44:04.802000,2021-02-07 00:44:04.802
1403,2021-02-07 00:44:23.1310,2021-02-07 01:07:46.3580,4279,E 54 St & 1 Ave,40.756265,-73.964179,3113,Greenpoint Ave & Manhattan Ave,40.730259999999994,-73.95394,37494,Customer,1969,0,2021-02-07,00:44:23.131000,2021-02-07 00:44:23.131
148,2021-02-07 00:44:28.4250,2021-02-07 00:46:56.9810,3139,E 72 St & Park Ave,40.77118287540658,-73.96409422159195,3137,5 Ave & E 72 St,40.77282817,-73.96685276,44861,Customer,1969,0,2021-02-07,00:44:28.425000,2021-02-07 00:44:28.425
208,2021-02-07 00:44:30.7940,2021-02-07 00:47:59.3750,3398,Smith St & 9 St,40.67469570000001,-73.99785768,3403,4 Ave & 9 St,40.6705135,-73.98876585,46778,Subscriber,1981,1,2021-02-07,00:44:30.794000,2021-02-07 00:44:30.794
831,2021-02-07 00:44:46.0810,2021-02-07 00:58:37.7610,3746,6 Ave & Broome St,40.72430832160217,-74.00473035871983,401,Allen St & Rivington St,40.72019576,-73.98997825,48829,Customer,1969,0,2021-02-07,00:44:46.081000,2021-02-07 00:44:46.081
339,2021-02-07 00:45:00.7120,2021-02-07 00:50:39.7790,3260,Mercer St & Bleecker St,40.72706363348306,-73.99662137031554,3656,E 2 St & Avenue A,40.72307749068673,-73.98583620786667,40329,Customer,1969,0,2021-02-07,00:45:00.712000,2021-02-07 00:45:00.712
318,2021-02-07 00:45:19.6170,2021-02-07 00:50:38.4070,3054,Greene Ave & Throop Ave,40.6894932,-73.942061,3869,Van Buren St & Broadway,40.692,-73.92617,43964,Customer,1969,0,2021-02-07,00:45:19.617000,2021-02-07 00:45:19.617
216,2021-02-07 00:45:20.0650,2021-02-07 00:48:56.7320,492,W 33 St & 7 Ave,40.75019995,-73.99093085,472,E 32 St & Park Ave,40.745712100000006,-73.98194829,49150,Subscriber,1996,1,2021-02-07,00:45:20.065000,2021-02-07 00:45:20.065
314,2021-02-07 00:45:24.2740,2021-02-07 00:50:38.8080,3260,Mercer St & Bleecker St,40.72706363348306,-73.99662137031554,3656,E 2 St & Avenue A,40.72307749068673,-73.98583620786667,49665,Subscriber,1980,1,2021-02-07,00:45:24.274000,2021-02-07 00:45:24.274
271,2021-02-07 00:45:35.9540,2021-02-07 00:50:07.4050,127,Barrow St & Hudson St,40.73172428,-74.00674436,346,Bank St & Hudson St,40.73652889,-74.00618026,30275,Subscriber,1999,1,2021-02-07,00:45:35.954000,2021-02-07 00:45:35.954
310,2021-02-07 00:45:54.6260,2021-02-07 00:51:05.1170,3861,Menahan St & Wyckoff Ave,40.70113,-73.91422,3836,Bushwick Ave & Linden St,40.69146,-73.92146,48589,Customer,1969,0,2021-02-07,00:45:54.626000,2021-02-07 00:45:54.626
624,2021-02-07 00:46:06.5400,2021-02-07 00:56:30.5570,3083,Bushwick Ave & Powers St,40.71247661,-73.94100005,2002,Wythe Ave & Metropolitan Ave,40.716887,-73.96319799999999,46543,Customer,1969,0,2021-02-07,00:46:06.540000,2021-02-07 00:46:06.540
1271,2021-02-07 00:46:10.6890,2021-02-07 01:07:21.8000,3558,Bergen St & Vanderbilt Ave,40.6794388,-73.96804379999999,532,S 5 Pl & S 5 St,40.710451,-73.960876,40619,Subscriber,1991,2,2021-02-07,00:46:10.689000,2021-02-07 00:46:10.689
262,2021-02-07 00:46:25.3930,2021-02-07 00:50:48.1980,3916,Pearl St & Peck Slip,40.708484999999996,-74.002751,417,Barclay St & Church St,40.71291224,-74.01020234,32914,Customer,1969,0,2021-02-07,00:46:25.393000,2021-02-07 00:46:25.393
242,2021-02-07 00:46:44.9240,2021-02-07 00:50:46.9410,479,9 Ave & W 45 St,40.76019252,-73.9912551,480,W 53 St & 10 Ave,40.76669671,-73.99061728,45240,Customer,1969,0,2021-02-07,00:46:44.924000,2021-02-07 00:46:44.924
330,2021-02-07 00:46:54.0030,2021-02-07 00:52:24.4610,4215,Hudson St & W 13 St,40.74005708567285,-74.0052741765976,285,Broadway & E 14 St,40.73454567,-73.99074142,29313,Subscriber,2002,1,2021-02-07,00:46:54.003000,2021-02-07 00:46:54.003
995,2021-02-07 00:46:57.7330,2021-02-07 01:03:33.3600,540,Lexington Ave & E 29 St,40.74311555376486,-73.98215353488922,3656,E 2 St & Avenue A,40.72307749068673,-73.98583620786667,30825,Customer,1969,0,2021-02-07,00:46:57.733000,2021-02-07 00:46:57.733
475,2021-02-07 00:46:57.9860,2021-02-07 00:54:53.0500,4120,E 39 St & Lexington Ave,40.74949854602521,-73.97729203113158,3142,1 Ave & E 62 St,40.761227399999996,-73.96094022,36738,Customer,1969,0,2021-02-07,00:46:57.986000,2021-02-07 00:46:57.986
323,2021-02-07 00:47:23.0280,2021-02-07 00:52:47.0120,525,W 34 St & 11 Ave,40.75594159,-74.0021163,462,W 22 St & 10 Ave,40.74691959,-74.00451887,33004,Customer,1969,0,2021-02-07,00:47:23.028000,2021-02-07 00:47:23.028
528,2021-02-07 00:47:42.8080,2021-02-07 00:56:30.9380,3140,1 Ave & E 78 St,40.77140426,-73.9535166,3425,2 Ave & E 104 St,40.789210499999996,-73.94370784,32201,Customer,1969,0,2021-02-07,00:47:42.808000,2021-02-07 00:47:42.808
1522,2021-02-07 00:47:58.2340,2021-02-07 01:13:20.8010,3503,Madison Ave & E 120 St,40.80295,-73.942954,479,9 Ave & W 45 St,40.76019252,-73.9912551,47515,Customer,1969,0,2021-02-07,00:47:58.234000,2021-02-07 00:47:58.234
1332,2021-02-07 00:48:12.0710,2021-02-07 01:10:24.4050,4069,Cabrini Blvd & W 177 St,40.848282,-73.941343,3630,Frederick Douglass Blvd & W 115 St,40.8038654,-73.95593079999999,48263,Customer,1969,0,2021-02-07,00:48:12.071000,2021-02-07 00:48:12.071
497,2021-02-07 00:48:26.6770,2021-02-07 00:56:44.6030,438,St Marks Pl & 1 Ave,40.72779126,-73.98564945,383,Greenwich Ave & Charles St,40.735238,-74.000271,48769,Customer,1969,0,2021-02-07,00:48:26.677000,2021-02-07 00:48:26.677
964,2021-02-07 00:48:31.3150,2021-02-07 01:04:35.4040,4182,Louis Nine Blvd & Intervale Ave,40.831998,-73.892686,4206,Southern Blvd & E 149 St,40.811892,-73.90419200000001,49635,Customer,1982,1,2021-02-07,00:48:31.315000,2021-02-07 00:48:31.315
2134,2021-02-07 00:48:50.1660,2021-02-07 01:24:24.8330,3835,Knickerbocker Ave & Hancock St,40.69385,-73.90974,3835,Knickerbocker Ave & Hancock St,40.69385,-73.90974,47754,Subscriber,1984,1,2021-02-07,00:48:50.166000,2021-02-07 00:48:50.166
473,2021-02-07 00:48:52.3770,2021-02-07 00:56:46.3080,3525,23 Ave & 27 St,40.776165,-73.9153175,3592,Crescent St & Broadway,40.7633589,-73.92864709999999,49967,Subscriber,1984,2,2021-02-07,00:48:52.377000,2021-02-07 00:48:52.377
451,2021-02-07 00:49:04.0670,2021-02-07 00:56:35.8550,3525,23 Ave & 27 St,40.776165,-73.9153175,3592,Crescent St & Broadway,40.7633589,-73.92864709999999,49542,Customer,1969,0,2021-02-07,00:49:04.067000,2021-02-07 00:49:04.067
1372,2021-02-07 00:49:07.2420,2021-02-07 01:12:00.0060,3786,Division St & Bowery,40.714193,-73.996732,419,Carlton Ave & Park Ave,40.69580705,-73.97355569,44862,Subscriber,1956,1,2021-02-07,00:49:07.242000,2021-02-07 00:49:07.242
1267,2021-02-07 00:49:40.9810,2021-02-07 01:10:48.7720,3497,Pleasant Ave & E 116 St,40.794987899999995,-73.9333349,3142,1 Ave & E 62 St,40.761227399999996,-73.96094022,29767,Customer,1969,0,2021-02-07,00:49:40.981000,2021-02-07 00:49:40.981
490,2021-02-07 00:49:43.6020,2021-02-07 00:57:53.9860,3318,2 Ave & E 96 St,40.7839636,-73.94716729999999,3135,E 75 St & 3 Ave,40.77112927,-73.95772297,27302,Subscriber,1992,1,2021-02-07,00:49:43.602000,2021-02-07 00:49:43.602
307,2021-02-07 00:49:50.5800,2021-02-07 00:54:57.8170,3314,W 95 St & Broadway,40.7937704,-73.971888,4075,Central Park West & W 85 St,40.78476,-73.969862,35840,Customer,1969,0,2021-02-07,00:49:50.580000,2021-02-07 00:49:50.580
680,2021-02-07 00:49:56.2240,2021-02-07 01:01:17.1500,492,W 33 St & 7 Ave,40.75019995,-73.99093085,3687,E 33 St & 1 Ave,40.74322681432173,-73.97449783980845,34315,Customer,1969,0,2021-02-07,00:49:56.224000,2021-02-07 00:49:56.224
381,2021-02-07 00:50:11.8100,2021-02-07 00:56:33.7520,3812,University Pl & E 14 St,40.734814,-73.992085,472,E 32 St & Park Ave,40.745712100000006,-73.98194829,34717,Customer,1996,1,2021-02-07,00:50:11.810000,2021-02-07 00:50:11.810
2069,2021-02-07 00:50:20.0190,2021-02-07 01:24:49.9640,327,Vesey Pl & River Terrace,40.715337899999994,-74.01658354,427,Bus Slip & State St,40.701907,-74.013942,40483,Customer,1969,0,2021-02-07,00:50:20.019000,2021-02-07 00:50:20.019
139,2021-02-07 00:50:30.4290,2021-02-07 00:52:50.3710,3738,Delancey St & Eldridge St,40.719383,-73.991479,312,Allen St & Stanton St,40.722055,-73.989111,38060,Subscriber,1954,1,2021-02-07,00:50:30.429000,2021-02-07 00:50:30.429
473,2021-02-07 00:50:33.1310,2021-02-07 00:58:26.7620,250,Lafayette St & Jersey St,40.72456089,-73.99565293,302,Avenue D & E 3 St,40.72082834,-73.97793172,39124,Subscriber,1957,2,2021-02-07,00:50:33.131000,2021-02-07 00:50:33.131
631,2021-02-07 00:50:53.6560,2021-02-07 01:01:24.8080,4044,8 Ave & W 38 St,40.75461,-73.99176999999999,504,1 Ave & E 16 St,40.73221853,-73.98165557,48188,Subscriber,1970,1,2021-02-07,00:50:53.656000,2021-02-07 00:50:53.656
317,2021-02-07 00:50:57.4630,2021-02-07 00:56:14.8650,4220,Frederick Douglass Blvd & W 145 St,40.823060999999996,-73.941928,4028,Frederick Douglass Blvd & Harlem River Dr,40.830702,-73.936371,39223,Subscriber,1995,2,2021-02-07,00:50:57.463000,2021-02-07 00:50:57.463
343,2021-02-07 00:51:03.5160,2021-02-07 00:56:46.7660,539,Metropolitan Ave & Bedford Ave,40.71534825,-73.96024116,471,Grand St & Havemeyer St,40.71286844,-73.95698119,49856,Subscriber,1997,1,2021-02-07,00:51:03.516000,2021-02-07 00:51:03.516
1247,2021-02-07 00:51:03.7710,2021-02-07 01:11:51.7480,393,E 5 St & Avenue C,40.72299208,-73.97995466,3714,Division Ave & Hooper St,40.70684203101325,-73.9544353965357,32390,Customer,2000,1,2021-02-07,00:51:03.771000,2021-02-07 00:51:03.771
218,2021-02-07 00:51:20.9730,2021-02-07 00:54:59.7810,4006,E 147 St & Bergen Ave,40.814673,-73.91839,3951,E 141 St & St Ann's Ave,40.808633,-73.916124,49412,Customer,1969,0,2021-02-07,00:51:20.973000,2021-02-07 00:51:20.973
152,2021-02-07 00:51:54.3470,2021-02-07 00:54:27.0170,3718,E 11 St & Avenue B,40.727464206923926,-73.97950418293476,3711,E 13 St & Avenue A,40.72966729392978,-73.98067966103555,38461,Subscriber,1993,1,2021-02-07,00:51:54.347000,2021-02-07 00:51:54.347
110,2021-02-07 00:52:00.8180,2021-02-07 00:53:50.8680,3718,E 11 St & Avenue B,40.727464206923926,-73.97950418293476,3711,E 13 St & Avenue A,40.72966729392978,-73.98067966103555,39437,Subscriber,1997,2,2021-02-07,00:52:00.818000,2021-02-07 00:52:00.818
703,2021-02-07 00:52:14.2000,2021-02-07 01:03:58.1990,3016,Kent Ave & N 7 St,40.72036775298455,-73.96165072917937,366,Clinton Ave & Myrtle Ave,40.693261,-73.968896,49316,Customer,1969,0,2021-02-07,00:52:14.200000,2021-02-07 00:52:14.200
84,2021-02-07 00:52:45.7000,2021-02-07 00:54:09.9730,3869,Van Buren St & Broadway,40.692,-73.92617,3890,Grove St & Broadway,40.69047,-73.923511,43964,Customer,1969,0,2021-02-07,00:52:45.700000,2021-02-07 00:52:45.700
1131,2021-02-07 00:53:02.9710,2021-02-07 01:11:54.4820,477,W 41 St & 8 Ave,40.75640548,-73.9900262,150,E 2 St & Avenue C,40.720873600000004,-73.98085795,47363,Customer,1969,0,2021-02-07,00:53:02.971000,2021-02-07 00:53:02.971
333,2021-02-07 00:53:14.5170,2021-02-07 00:58:48.3930,3687,E 33 St & 1 Ave,40.74322681432173,-73.97449783980845,2003,1 Ave & E 18 St,40.73381219196632,-73.9805442094803,27936,Customer,1969,0,2021-02-07,00:53:14.517000,2021-02-07 00:53:14.517
573,2021-02-07 00:53:29.9420,2021-02-07 01:03:03.4030,239,Willoughby St & Fleet St,40.69196566,-73.9813018,391,Clark St & Henry St,40.69760127,-73.99344559,46343,Subscriber,1990,2,2021-02-07,00:53:29.942000,2021-02-07 00:53:29.942
704,2021-02-07 00:53:31.5890,2021-02-07 01:05:16.4860,3367,5 Ave & E 103 St,40.792255299999994,-73.95249933,3161,W 76 St & Columbus Ave,40.7801839724239,-73.97728532552719,48597,Customer,1969,0,2021-02-07,00:53:31.589000,2021-02-07 00:53:31.589
582,2021-02-07 00:53:38.5470,2021-02-07 01:03:20.8970,3746,6 Ave & Broome St,40.72430832160217,-74.00473035871983,307,Canal St & Rutgers St,40.71427487,-73.98990025,49876,Customer,1969,0,2021-02-07,00:53:38.547000,2021-02-07 00:53:38.547
544,2021-02-07 00:53:54.2420,2021-02-07 01:02:58.3450,519,Pershing Square North,40.751872999999996,-73.97770600000001,478,11 Ave & W 41 St,40.76030096,-73.99884222,32904,Subscriber,1992,1,2021-02-07,00:53:54.242000,2021-02-07 00:53:54.242
224,2021-02-07 00:53:54.9950,2021-02-07 00:57:39.4310,510,W 51 St & 6 Ave,40.7606597,-73.98042047,447,8 Ave & W 52 St,40.76370739,-73.9851615,43573,Customer,1969,0,2021-02-07,00:53:54.995000,2021-02-07 00:53:54.995
78,2021-02-07 00:54:02.8490,2021-02-07 00:55:21.1550,481,S 3 St & Bedford Ave,40.71260486,-73.96264403,460,S 4 St & Wythe Ave,40.71285887,-73.96590294,43731,Customer,1969,0,2021-02-07,00:54:02.849000,2021-02-07 00:54:02.849
886,2021-02-07 00:54:09.9900,2021-02-07 01:08:56.4390,401,Allen St & Rivington St,40.72019576,-73.98997825,380,W 4 St & 7 Ave S,40.73401143,-74.00293877,49321,Customer,1988,1,2021-02-07,00:54:09.990000,2021-02-07 00:54:09.990
1211,2021-02-07 00:54:14.2300,2021-02-07 01:14:26.2230,432,E 7 St & Avenue A,40.72621788,-73.98379855,478,11 Ave & W 41 St,40.76030096,-73.99884222,47453,Customer,1969,0,2021-02-07,00:54:14.230000,2021-02-07 00:54:14.230
85,2021-02-07 00:54:26.4930,2021-02-07 00:55:51.6220,3890,Grove St & Broadway,40.69047,-73.923511,3836,Bushwick Ave & Linden St,40.69146,-73.92146,43964,Customer,1969,0,2021-02-07,00:54:26.493000,2021-02-07 00:54:26.493
389,2021-02-07 00:54:28.0280,2021-02-07 01:00:57.5330,257,Lispenard St & Broadway,40.71939226,-74.00247214,251,Mott St & Prince St,40.72317958,-73.99480012,35917,Customer,1969,0,2021-02-07,00:54:28.028000,2021-02-07 00:54:28.028
76,2021-02-07 00:54:31.0770,2021-02-07 00:55:47.6530,257,Lispenard St & Broadway,40.71939226,-74.00247214,257,Lispenard St & Broadway,40.71939226,-74.00247214,37149,Subscriber,1999,1,2021-02-07,00:54:31.077000,2021-02-07 00:54:31.077
567,2021-02-07 00:54:53.0290,2021-02-07 01:04:20.3990,3358,Garfield Pl & 8 Ave,40.671197799999995,-73.97484126,353,S Portland Ave & Hanson Pl,40.68539567,-73.97431458,46345,Customer,1969,0,2021-02-07,00:54:53.029000,2021-02-07 00:54:53.029
283,2021-02-07 00:55:04.8500,2021-02-07 00:59:48.6860,320,Leonard St & Church St,40.717571,-74.005549,3435,Grand St & Elizabeth St,40.718821999999996,-73.99596,42270,Subscriber,1982,1,2021-02-07,00:55:04.850000,2021-02-07 00:55:04.850
864,2021-02-07 00:55:05.8930,2021-02-07 01:09:29.9450,4122,Central Park W & W 97 St,40.79249519495111,-73.9641706646307,4012,W 148 St & Amsterdam Ave,40.827075,-73.945909,49389,Customer,1969,0,2021-02-07,00:55:05.893000,2021-02-07 00:55:05.893
370,2021-02-07 00:55:12.5410,2021-02-07 01:01:23.0250,478,11 Ave & W 41 St,40.76030096,-73.99884222,513,W 56 St & 10 Ave,40.768254,-73.988639,48110,Customer,1969,0,2021-02-07,00:55:12.541000,2021-02-07 00:55:12.541
