station id,station name,station latitude,station longitude,Station Type
3510,Adam Clayton Powell Blvd & W 123 St,40.8078316,-73.949373,start
500,Broadway & W 51 St,40.76228826,-73.98336183,start
473,Rivington St & Chrystie St,40.72110063,-73.99192540000001,start
3085,Roebling St & N 4 St,40.714690000000004,-73.95739,start
3707,Lexington Ave & E 26 St,40.741459000000006,-73.983293,start
3804,Front St & Jay St,40.702461,-73.98684200000001,start
3290,E 89 St & York Ave,40.7779453,-73.94604100000001,start
3740,W Broadway & W Houston St,40.726378000000004,-74.000472,start
4040,Madison Ave & E 26 St,40.742684734875695,-73.98671329021455,start
3734,E 58 St &  1 Ave (NW Corner),40.759125,-73.96265799999999,start
332,Cherry St,40.71219906,-73.97948148,start
257,Lispenard St & Broadway,40.71939226,-74.00247214,start
327,Vesey Pl & River Terrace,40.715337899999994,-74.01658354,start
254,W 11 St & 6 Ave,40.73532427,-73.99800419,start
4091,Jerome Ave & Ogden Ave,40.829797,-73.931015,start
3417,Baltic St & 5 Ave,40.6795766,-73.97854971,start
410,Suffolk St & Stanton St,40.72066442,-73.98517977,start
3454,Leonard St & Maujer St,40.71036854235229,-73.94705951213838,start
3336,E 97 St & Madison Ave,40.787801,-73.953559,start
239,Willoughby St & Fleet St,40.69196566,-73.9813018,start
3233,E 48 St & 5 Ave,40.75724567911726,-73.97805914282799,start
468,Broadway & W 56 St,40.7652654,-73.98192338,start
237,E 11 St & 2 Ave,40.73047309,-73.98672378,start
503,E 20 St & Park Ave,40.73827428,-73.98751968,start
3815,E 51 St & 2 Ave,40.755293,-73.967641,start
3163,Central Park West & W 68 St,40.7734066,-73.97782542,start
3493,E 118 St & 3 Ave,40.799139000000004,-73.9389152,start
3376,E 65 St & 2 Ave,40.76471851944339,-73.96222069859505,start
487,E 20 St & FDR Drive,40.73314259,-73.97573881,start
3110,Meserole Ave & Manhattan Ave,40.72708584,-73.95299117,start
2003,1 Ave & E 18 St,40.73381219196632,-73.9805442094803,start
3795,10 St & 2 Ave,40.671907,-73.993612,start
312,Allen St & Stanton St,40.722055,-73.989111,start
2022,E 60 St & York Ave,40.759107,-73.959223,start
3108,Nassau Ave & Russell St,40.725570000000005,-73.94434,start
435,W 21 St & 6 Ave,40.74173969,-73.99415556,start
3869,Van Buren St & Broadway,40.692,-73.92617,start
3298,Warren St & Court St,40.686371,-73.99383324,start
529,W 42 St & 8 Ave,40.75756989999999,-73.99098507,start
3350,W 100 St & Broadway,40.797372100000004,-73.97041192,start
4124,Central Park W & W 91 St,40.78866499127884,-73.96680057048799,start
3469,India St & West St,40.73181401720966,-73.95995020866394,start
341,Stanton St & Mangin St,40.71782143,-73.97628939,start
3798,W 40 St & 5 Ave,40.752269,-73.982079,start
432,E 7 St & Avenue A,40.72621788,-73.98379855,start
455,1 Ave & E 44 St,40.75001986,-73.96905301,start
247,Perry St & Bleecker St,40.73535398,-74.00483091,start
3579,Sterling Pl & Bedford Ave,40.672695000000004,-73.954131,start
228,E 48 St & 3 Ave,40.7546011026,-73.971878855,start
3641,Broadway & W 25 St,40.74286877312112,-73.98918628692627,start
3540,Morningside Ave & W 123 St,40.81,-73.9551508,start
3076,Scholes St & Manhattan Ave,40.70870368,-73.9448625,start
448,W 37 St & 10 Ave,40.75660359,-73.9979009,start
440,E 45 St & 3 Ave,40.75255434,-73.97282625,start
2010,Grand St & Greene St,40.72170005235607,-74.00238141417502,start
3731,W 47 St & 6 Ave,40.758396999999995,-73.98255,start
4304,34th Ave & Vernon Blvd,40.76535380385866,-73.93986314535141,start
514,12 Ave & W 40 St,40.76087502,-74.00277668,start
3144,E 81 St & Park Ave,40.77677702,-73.95900970000001,start
380,W 4 St & 7 Ave S,40.73401143,-74.00293877,start
238,Bank St & Washington St,40.7361967,-74.00859207,start
3109,Banker St & Meserole Ave,40.72606,-73.95621,start
3053,Marcy Ave & Lafayette Ave,40.6900815,-73.94791500000001,start
497,E 17 St & Broadway,40.73704984,-73.99009296,start
465,Broadway & W 41 St,40.75513557,-73.98658032,start
406,Hicks St & Montague St,40.69512845,-73.99595065,start
3105,N 15 St & Wythe Ave,40.724055,-73.955736,start
3457,E 58 St & Madison Ave,40.763025942805186,-73.97209525108337,start
4282,Washington St & Barrow St,40.73191132323174,-74.008769094944,start
331,Pike St & Monroe St,40.71173107,-73.99193043,start
3402,Court St & State St,40.6902375,-73.99203074,start
321,Cadman Plaza E & Red Cross Pl,40.69991755,-73.98971773,start
168,W 18 St & 6 Ave,40.73971301,-73.99456405,start
3146,E 81 St & 3 Ave,40.77573034,-73.9567526,start
3129,Queens Plaza North & Crescent St,40.75110165,-73.94073717,start
402,Broadway & E 22 St,40.740343200000005,-73.98955109,start
229,Great Jones St,40.72743423,-73.99379025,start
3830,Halsey St & Evergreen Ave,40.68858,-73.91226999999999,start
3526,31 St & 23 Ave,40.7747878,-73.91255509999999,start
128,MacDougal St & Prince St,40.72710258,-74.00297088,start
3143,5 Ave & E 78 St,40.77632142182271,-73.96427392959596,start
3504,E 123 St & Lexington Ave,40.802926299999996,-73.9379,start
3293,W 92 St & Broadway,40.7921,-73.9739,start
3708,W 13 St & 5 Ave,40.735445,-73.99431,start
3518,Lenox Ave & W 126 St,40.808442,-73.94520870000001,start
3647,48 Ave & 30 Pl,40.74128309355993,-73.93725872039794,start
499,Broadway & W 60 St,40.76915505,-73.98191841,start
446,W 24 St & 7 Ave,40.74487634,-73.99529885,start
517,Pershing Square South,40.751581,-73.97791,start
3386,1 Pl & Clinton St,40.6809591,-73.99905709,start
3491,E 118 St & 1 Ave,40.797470000000004,-73.93504,start
3849,Suydam St & St. Nicholas Ave,40.70636,-73.91945,start
4228,Waterloo Pl & Crotona Park East,40.839194,-73.888587,start
3746,6 Ave & Broome St,40.72430832160217,-74.00473035871983,start
3443,W 52 St & 6 Ave,40.76132983124814,-73.97982001304626,start
4075,Central Park West & W 85 St,40.78476,-73.969862,start
510,W 51 St & 6 Ave,40.7606597,-73.98042047,start
3841,Menahan St & Central Ave,40.69543,-73.9196,start
3094,Graham Ave & Withers St,40.7169811,-73.94485918,start
367,E 53 St & Lexington Ave,40.75828065,-73.97069431,start
3242,Schermerhorn St & Court St,40.69102925677968,-73.99183362722397,start
350,Clinton St & Grand St,40.71559509,-73.9870295,start
3106,Driggs Ave & N Henry St,40.72325,-73.94308000000001,start
3905,4 Ave & E 12 St,40.732647,-73.99011,start
362,Broadway & W 37 St,40.75172632,-73.98753523,start
3054,Greene Ave & Throop Ave,40.6894932,-73.942061,start
319,Fulton St & Broadway,40.711065999999995,-74.009447,start
3834,Irving Ave & Halsey St,40.69467,-73.90663,start
358,Christopher St & Greenwich St,40.73291553,-74.00711384,start
3369,E 82 St & East End Ave,40.7724607,-73.9468208,start
3399,7 St & 3 Ave,40.67260298150126,-73.98983001708984,start
212,W 16 St & The High Line,40.74334935,-74.00681753,start
366,Clinton Ave & Myrtle Ave,40.693261,-73.968896,start
3959,Edgecombe Ave & W 145 St,40.823498,-73.94386,start
4036,Motorgate,40.7639089,-73.9477213,start
479,9 Ave & W 45 St,40.76019252,-73.9912551,start
325,E 19 St & 3 Ave,40.73624527,-73.98473765,start
387,Centre St & Chambers St,40.71273266,-74.0046073,start
401,Allen St & Rivington St,40.72019576,-73.98997825,start
539,Metropolitan Ave & Bedford Ave,40.71534825,-73.96024116,start
3823,Beaver St & Fayette St,40.700990000000004,-73.93921,start
79,Franklin St & W Broadway,40.71911552,-74.00666661,start
3500,E 115 St & Madison Ave,40.7989445,-73.944846,start
3490,E 116 St & 2 Ave,40.796879,-73.93726099999999,start
3827,Halsey St & Broadway,40.68565,-73.91564,start
2017,E 43 St & 2 Ave,40.75022392,-73.97121414,start
342,Columbia St & Rivington St,40.71739973,-73.98016555,start
3294,E 91 St & Park Ave,40.7835016,-73.955327,start
3572,34 Ave & 38 St,40.756913,-73.921631,start
3354,3 St & Prospect Park West,40.668132,-73.97363831,start
173,Broadway & W 49 St,40.76068327096592,-73.98452728986742,start
3724,7 Ave & Central Park South,40.7667405590595,-73.9790689945221,start
388,W 26 St & 10 Ave,40.749717753,-74.002950346,start
4017,E 138 St & 5 Av,40.81449,-73.936153,start
415,Pearl St & Hanover Square,40.7047177,-74.00926027,start
4122,Central Park W & W 97 St,40.79249519495111,-73.9641706646307,start
3074,Montrose Ave & Bushwick Ave,40.70767788,-73.94016171,start
3323,W 106 St & Central Park West,40.798185600000004,-73.96059090060001,start
264,Maiden Ln & Pearl St,40.70706456,-74.00731853,start
315,South St & Gouverneur Ln,40.70355377,-74.00670227,start
3952,E 141 St & Jackson Ave,40.806896,-73.911837,start
494,W 26 St & 8 Ave,40.74734825,-73.99723551,start
4240,E 44 St & Lexington Ave,40.752643,-73.97499599999999,start
3150,E 85 St & York Ave,40.77536905,-73.94803392,start
